voyage_id,vessel_id,registry_craft_code,year,category,month_num,month_name,track_label
57,34,5158,2018,cargo,4,Apr,2018CargoApr56
58,34,5158,2018,cargo,4,Apr,2018CargoApr57
59,34,5158,2018,cargo,4,Apr,2018CargoApr58
60,35,5400,2018,cargo,4,Apr,2018CargoApr59
61,35,5400,2018,cargo,4,Apr,2018CargoApr60
62,36,6224,2018,cargo,4,Apr,2018CargoApr61
63,37,6317,2018,cargo,4,Apr,2018CargoApr62
64,38,8178,2018,cargo,4,Apr,2018CargoApr63
65,39,8858,2018,cargo,4,Apr,2018CargoApr64
66,39,8858,2018,cargo,4,Apr,2018CargoApr65
67,40,16120,2018,cargo,4,Apr,2018CargoApr66
68,40,16120,2018,cargo,4,Apr,2018CargoApr67
69,41,1231899,2018,cargo,4,Apr,2018CargoApr68
70,41,1231899,2018,cargo,4,Apr,2018CargoApr69
71,42,1232224,2018,cargo,4,Apr,2018CargoApr70
72,43,1264369,2018,cargo,4,Apr,2018CargoApr71
73,43,1264369,2018,cargo,4,Apr,2018CargoApr72
74,44,2267600,2018,cargo,4,Apr,2018CargoApr73
75,45,2268424,2018,cargo,4,Apr,2018CargoApr74
76,46,3823883,2018,cargo,4,Apr,2018CargoApr75
77,46,3823883,2018,cargo,4,Apr,2018CargoApr76
78,47,6304183,2018,cargo,4,Apr,2018CargoApr77
79,47,6304183,2018,cargo,4,Apr,2018CargoApr78
80,48,6969214,2018,cargo,4,Apr,2018CargoApr79
81,48,6969214,2018,cargo,4,Apr,2018CargoApr80
82,49,6998247,2018,cargo,4,Apr,2018CargoApr81
83,49,6998247,2018,cargo,4,Apr,2018CargoApr82
84,49,6998247,2018,cargo,4,Apr,2018CargoApr83
85,49,6998247,2018,cargo,4,Apr,2018CargoApr84
86,49,6998247,2018,cargo,4,Apr,2018CargoApr85
87,49,6998247,2018,cargo,4,Apr,2018CargoApr86
88,49,6998247,2018,cargo,4,Apr,2018CargoApr87
89,49,6998247,2018,cargo,4,Apr,2018CargoApr88
90,49,6998247,2018,cargo,4,Apr,2018CargoApr89
91,49,6998247,2018,cargo,4,Apr,2018CargoApr90
92,49,6998247,2018,cargo,4,Apr,2018CargoApr91
93,50,13204814,2018,cargo,4,Apr,2018CargoApr92
94,51,17696880,2018,cargo,4,Apr,2018CargoApr93
95,51,17696880,2018,cargo,4,Apr,2018CargoApr94
96,51,17696880,2018,cargo,4,Apr,2018CargoApr95
97,51,17696880,2018,cargo,4,Apr,2018CargoApr96
98,52,21428133,2018,cargo,4,Apr,2018CargoApr97
99,53,31966392,2018,cargo,4,Apr,2018CargoApr98
100,54,32411022,2018,cargo,4,Apr,2018CargoApr99
101,55,33710375,2018,cargo,4,Apr,2018CargoApr100
102,56,51666898,2018,cargo,4,Apr,2018CargoApr101
103,57,56660617,2018,cargo,4,Apr,2018CargoApr102
104,57,56660617,2018,cargo,4,Apr,2018CargoApr103
105,58,62935715,2018,cargo,4,Apr,2018CargoApr104
106,59,68372833,2018,cargo,4,Apr,2018CargoApr105
107,59,68372833,2018,cargo,4,Apr,2018CargoApr106
108,59,68372833,2018,cargo,4,Apr,2018CargoApr107
109,60,69024927,2018,cargo,4,Apr,2018CargoApr108
110,60,69024927,2018,cargo,4,Apr,2018CargoApr109
111,61,71327631,2018,cargo,4,Apr,2018CargoApr110
112,62,80483491,2018,cargo,4,Apr,2018CargoApr111
113,63,81094642,2018,cargo,4,Apr,2018CargoApr112
114,64,94706916,2018,cargo,4,Apr,2018CargoApr113
115,65,98230774,2018,cargo,4,Apr,2018CargoApr114
116,65,98230774,2018,cargo,4,Apr,2018CargoApr115
117,66,101607926,2018,cargo,4,Apr,2018CargoApr116
118,67,124018568,2018,cargo,4,Apr,2018CargoApr117
119,68,133291439,2018,cargo,4,Apr,2018CargoApr118
120,69,134551666,2018,cargo,4,Apr,2018CargoApr119
121,70,142392674,2018,cargo,4,Apr,2018CargoApr120
122,70,142392674,2018,cargo,4,Apr,2018CargoApr121
123,71,147766213,2018,cargo,4,Apr,2018CargoApr122
124,71,147766213,2018,cargo,4,Apr,2018CargoApr123
125,72,186848349,2018,cargo,4,Apr,2018CargoApr124
126,72,186848349,2018,cargo,4,Apr,2018CargoApr125
127,73,195404345,2018,cargo,4,Apr,2018CargoApr126
128,74,211012408,2018,cargo,4,Apr,2018CargoApr127
129,75,213528269,2018,cargo,4,Apr,2018CargoApr128
130,76,238533984,2018,cargo,4,Apr,2018CargoApr129
131,77,241436690,2018,cargo,4,Apr,2018CargoApr130
132,78,278405962,2018,cargo,4,Apr,2018CargoApr131
133,79,283718524,2018,cargo,4,Apr,2018CargoApr132
134,80,294303839,2018,cargo,4,Apr,2018CargoApr133
135,80,294303839,2018,cargo,4,Apr,2018CargoApr134
136,81,298777342,2018,cargo,4,Apr,2018CargoApr135
137,81,298777342,2018,cargo,4,Apr,2018CargoApr136
138,82,299905849,2018,cargo,4,Apr,2018CargoApr137
139,83,309513318,2018,cargo,4,Apr,2018CargoApr138
140,83,309513318,2018,cargo,4,Apr,2018CargoApr139
141,83,309513318,2018,cargo,4,Apr,2018CargoApr140
142,83,309513318,2018,cargo,4,Apr,2018CargoApr141
143,84,329858920,2018,cargo,4,Apr,2018CargoApr142
144,85,381463651,2018,cargo,4,Apr,2018CargoApr143
145,86,392681394,2018,cargo,4,Apr,2018CargoApr144
146,87,396938598,2018,cargo,4,Apr,2018CargoApr145
147,88,409882486,2018,cargo,4,Apr,2018CargoApr146
148,88,409882486,2018,cargo,4,Apr,2018CargoApr147
149,88,409882486,2018,cargo,4,Apr,2018CargoApr148
150,89,415048233,2018,cargo,4,Apr,2018CargoApr149
151,89,415048233,2018,cargo,4,Apr,2018CargoApr150
152,90,423173106,2018,cargo,4,Apr,2018CargoApr151
153,90,423173106,2018,cargo,4,Apr,2018CargoApr152
154,91,431089213,2018,cargo,4,Apr,2018CargoApr153
155,91,431089213,2018,cargo,4,Apr,2018CargoApr154
156,92,461089385,2018,cargo,4,Apr,2018CargoApr155
157,92,461089385,2018,cargo,4,Apr,2018CargoApr156
158,92,461089385,2018,cargo,4,Apr,2018CargoApr157
159,92,461089385,2018,cargo,4,Apr,2018CargoApr158
160,93,482336801,2018,cargo,4,Apr,2018CargoApr159
161,94,497962342,2018,cargo,4,Apr,2018CargoApr160
162,94,497962342,2018,cargo,4,Apr,2018CargoApr161
163,95,519418185,2018,cargo,4,Apr,2018CargoApr162
164,95,519418185,2018,cargo,4,Apr,2018CargoApr163
165,95,519418185,2018,cargo,4,Apr,2018CargoApr164
166,96,551006032,2018,cargo,4,Apr,2018CargoApr165
167,97,591468419,2018,cargo,4,Apr,2018CargoApr166
168,98,593453862,2018,cargo,4,Apr,2018CargoApr167
169,99,598031009,2018,cargo,4,Apr,2018CargoApr168
170,100,598050350,2018,cargo,4,Apr,2018CargoApr169
171,100,598050350,2018,cargo,4,Apr,2018CargoApr170
172,101,599531224,2018,cargo,4,Apr,2018CargoApr171
173,101,599531224,2018,cargo,4,Apr,2018CargoApr172
174,101,599531224,2018,cargo,4,Apr,2018CargoApr173
175,102,600688508,2018,cargo,4,Apr,2018CargoApr174
176,102,600688508,2018,cargo,4,Apr,2018CargoApr175
177,103,602208633,2018,cargo,4,Apr,2018CargoApr176
178,104,641534938,2018,cargo,4,Apr,2018CargoApr177
179,105,645113531,2018,cargo,4,Apr,2018CargoApr178
180,106,704986894,2018,cargo,4,Apr,2018CargoApr179
181,107,744529067,2018,cargo,4,Apr,2018CargoApr180
182,108,776204540,2018,cargo,4,Apr,2018CargoApr181
183,109,777112208,2018,cargo,4,Apr,2018CargoApr182
184,110,788118231,2018,cargo,4,Apr,2018CargoApr183
185,111,837314399,2018,cargo,4,Apr,2018CargoApr184
186,112,922993375,2018,cargo,4,Apr,2018CargoApr185
187,113,940213905,2018,cargo,4,Apr,2018CargoApr186
188,114,947248525,2018,cargo,4,Apr,2018CargoApr187
189,114,947248525,2018,cargo,4,Apr,2018CargoApr188
190,115,957632912,2018,cargo,4,Apr,2018CargoApr189
191,116,1021589479,2018,cargo,4,Apr,2018CargoApr190
192,116,1021589479,2018,cargo,4,Apr,2018CargoApr191
193,116,1021589479,2018,cargo,4,Apr,2018CargoApr192
194,117,1063021716,2018,cargo,4,Apr,2018CargoApr193
195,118,1068122691,2018,cargo,4,Apr,2018CargoApr194
196,118,1068122691,2018,cargo,4,Apr,2018CargoApr195
197,118,1068122691,2018,cargo,4,Apr,2018CargoApr196
198,119,1068127460,2018,cargo,4,Apr,2018CargoApr197
199,120,1071637843,2018,cargo,4,Apr,2018CargoApr198
200,121,1071637958,2018,cargo,4,Apr,2018CargoApr199
201,121,1071637958,2018,cargo,4,Apr,2018CargoApr200
202,122,1075265258,2018,cargo,4,Apr,2018CargoApr201
203,122,1075265258,2018,cargo,4,Apr,2018CargoApr202
204,122,1075265258,2018,cargo,4,Apr,2018CargoApr203
205,123,1088511114,2018,cargo,4,Apr,2018CargoApr204
206,124,1099370042,2018,cargo,4,Apr,2018CargoApr205
207,124,1099370042,2018,cargo,4,Apr,2018CargoApr206
208,124,1099370042,2018,cargo,4,Apr,2018CargoApr207
209,125,1117365174,2018,cargo,4,Apr,2018CargoApr208
210,126,1153108058,2018,cargo,4,Apr,2018CargoApr209
211,127,1181279253,2018,cargo,4,Apr,2018CargoApr210
212,128,1190157220,2018,cargo,4,Apr,2018CargoApr211
213,128,1190157220,2018,cargo,4,Apr,2018CargoApr212
214,128,1190157220,2018,cargo,4,Apr,2018CargoApr213
215,128,1190157220,2018,cargo,4,Apr,2018CargoApr214
216,129,1197306809,2018,cargo,4,Apr,2018CargoApr215
217,130,1241285586,2018,cargo,4,Apr,2018CargoApr216
218,130,1241285586,2018,cargo,4,Apr,2018CargoApr217
219,131,1260961171,2018,cargo,4,Apr,2018CargoApr218
220,132,1272784778,2018,cargo,4,Apr,2018CargoApr219
221,133,1274726756,2018,cargo,4,Apr,2018CargoApr220
222,133,1274726756,2018,cargo,4,Apr,2018CargoApr221
223,133,1274726756,2018,cargo,4,Apr,2018CargoApr222
224,134,1305540111,2018,cargo,4,Apr,2018CargoApr223
225,135,1327266507,2018,cargo,4,Apr,2018CargoApr224
226,136,1364051789,2018,cargo,4,Apr,2018CargoApr225
227,137,1367677637,2018,cargo,4,Apr,2018CargoApr226
228,138,1368424523,2018,cargo,4,Apr,2018CargoApr227
229,139,1372496119,2018,cargo,4,Apr,2018CargoApr228
230,139,1372496119,2018,cargo,4,Apr,2018CargoApr229
231,140,1381111540,2018,cargo,4,Apr,2018CargoApr230
232,141,1382038311,2018,cargo,4,Apr,2018CargoApr231
233,141,1382038311,2018,cargo,4,Apr,2018CargoApr232
234,142,1391442251,2018,cargo,4,Apr,2018CargoApr233
235,142,1391442251,2018,cargo,4,Apr,2018CargoApr234
236,143,1419538993,2018,cargo,4,Apr,2018CargoApr235
237,143,1419538993,2018,cargo,4,Apr,2018CargoApr236
238,144,1456844300,2018,cargo,4,Apr,2018CargoApr237
239,144,1456844300,2018,cargo,4,Apr,2018CargoApr238
240,145,1474852447,2018,cargo,4,Apr,2018CargoApr239
241,146,1475786532,2018,cargo,4,Apr,2018CargoApr240
242,147,1478380863,2018,cargo,4,Apr,2018CargoApr241
243,148,1479033159,2018,cargo,4,Apr,2018CargoApr242
244,149,1494487618,2018,cargo,4,Apr,2018CargoApr243
245,149,1494487618,2018,cargo,4,Apr,2018CargoApr244
246,150,1495627644,2018,cargo,4,Apr,2018CargoApr245
247,151,1520321660,2018,cargo,4,Apr,2018CargoApr246
248,152,1551112156,2018,cargo,4,Apr,2018CargoApr247
249,153,1559920622,2018,cargo,4,Apr,2018CargoApr248
250,154,1575950171,2018,cargo,4,Apr,2018CargoApr249
251,155,1605758126,2018,cargo,4,Apr,2018CargoApr250
252,156,1607582370,2018,cargo,4,Apr,2018CargoApr251
253,157,1622558095,2018,cargo,4,Apr,2018CargoApr252
254,157,1622558095,2018,cargo,4,Apr,2018CargoApr253
255,158,1633887096,2018,cargo,4,Apr,2018CargoApr254
256,158,1633887096,2018,cargo,4,Apr,2018CargoApr255
257,159,1663651413,2018,cargo,4,Apr,2018CargoApr256
258,160,1687885499,2018,cargo,4,Apr,2018CargoApr257
259,161,1689310925,2018,cargo,4,Apr,2018CargoApr258
260,162,1693454465,2018,cargo,4,Apr,2018CargoApr259
261,163,1770501304,2018,cargo,4,Apr,2018CargoApr260
262,164,1791689450,2018,cargo,4,Apr,2018CargoApr261
263,165,1815523321,2018,cargo,4,Apr,2018CargoApr262
264,166,1907566592,2018,cargo,4,Apr,2018CargoApr263
265,167,1911617412,2018,cargo,4,Apr,2018CargoApr264
266,168,1935136492,2018,cargo,4,Apr,2018CargoApr265
267,168,1935136492,2018,cargo,4,Apr,2018CargoApr266
268,169,1943761028,2018,cargo,4,Apr,2018CargoApr267
269,169,1943761028,2018,cargo,4,Apr,2018CargoApr268
270,170,1950551301,2018,cargo,4,Apr,2018CargoApr269
271,170,1950551301,2018,cargo,4,Apr,2018CargoApr270
272,170,1950551301,2018,cargo,4,Apr,2018CargoApr271
273,170,1950551301,2018,cargo,4,Apr,2018CargoApr272
274,171,2060620353,2018,cargo,4,Apr,2018CargoApr273
275,171,2060620353,2018,cargo,4,Apr,2018CargoApr274
276,172,2060708960,2018,cargo,4,Apr,2018CargoApr275
277,173,2079751672,2018,cargo,4,Apr,2018CargoApr276
278,174,2092354231,2018,cargo,4,Apr,2018CargoApr277
279,175,2136288535,2018,cargo,4,Apr,2018CargoApr278
280,175,2136288535,2018,cargo,4,Apr,2018CargoApr279
281,176,2138571255,2018,cargo,4,Apr,2018CargoApr280
282,177,2761009775,2018,cargo,4,Apr,2018CargoApr281
283,177,2761009775,2018,cargo,4,Apr,2018CargoApr282
284,178,2801774404,2018,cargo,4,Apr,2018CargoApr283
285,179,2833356327,2018,cargo,4,Apr,2018CargoApr284
286,180,2875564891,2018,cargo,4,Apr,2018CargoApr285
287,180,2875564891,2018,cargo,4,Apr,2018CargoApr286
288,181,2905964523,2018,cargo,4,Apr,2018CargoApr287
289,182,2957815608,2018,cargo,4,Apr,2018CargoApr288
290,182,2957815608,2018,cargo,4,Apr,2018CargoApr289
291,183,2985920002,2018,cargo,4,Apr,2018CargoApr290
292,184,2989819657,2018,cargo,4,Apr,2018CargoApr291
293,185,3002692680,2018,cargo,4,Apr,2018CargoApr292
294,185,3002692680,2018,cargo,4,Apr,2018CargoApr293
295,186,3089600688,2018,cargo,4,Apr,2018CargoApr294
296,186,3089600688,2018,cargo,4,Apr,2018CargoApr295
297,187,3103255166,2018,cargo,4,Apr,2018CargoApr296
298,188,3121532741,2018,cargo,4,Apr,2018CargoApr297
299,189,3225044101,2018,cargo,4,Apr,2018CargoApr298
300,189,3225044101,2018,cargo,4,Apr,2018CargoApr299
301,190,3225545214,2018,cargo,4,Apr,2018CargoApr300
302,190,3225545214,2018,cargo,4,Apr,2018CargoApr301
303,191,3370431041,2018,cargo,4,Apr,2018CargoApr302
304,192,3426373929,2018,cargo,4,Apr,2018CargoApr303
305,193,3435794655,2018,cargo,4,Apr,2018CargoApr304
306,193,3435794655,2018,cargo,4,Apr,2018CargoApr305
307,194,3444964911,2018,cargo,4,Apr,2018CargoApr306
308,195,3451541484,2018,cargo,4,Apr,2018CargoApr307
309,196,3456106315,2018,cargo,4,Apr,2018CargoApr308
310,196,3456106315,2018,cargo,4,Apr,2018CargoApr309
311,197,3501240013,2018,cargo,4,Apr,2018CargoApr310
312,198,3513096979,2018,cargo,4,Apr,2018CargoApr311
313,198,3513096979,2018,cargo,4,Apr,2018CargoApr312
314,199,3528754962,2018,cargo,4,Apr,2018CargoApr313
315,200,3530673085,2018,cargo,4,Apr,2018CargoApr314
316,200,3530673085,2018,cargo,4,Apr,2018CargoApr315
317,201,3540551355,2018,cargo,4,Apr,2018CargoApr316
318,202,3555193780,2018,cargo,4,Apr,2018CargoApr317
319,203,3585421446,2018,cargo,4,Apr,2018CargoApr318
320,203,3585421446,2018,cargo,4,Apr,2018CargoApr319
321,204,3625914666,2018,cargo,4,Apr,2018CargoApr320
322,205,3626204706,2018,cargo,4,Apr,2018CargoApr321
323,205,3626204706,2018,cargo,4,Apr,2018CargoApr322
324,206,3668760565,2018,cargo,4,Apr,2018CargoApr323
325,207,3728848838,2018,cargo,4,Apr,2018CargoApr324
326,208,3791625050,2018,cargo,4,Apr,2018CargoApr325
327,209,3850282874,2018,cargo,4,Apr,2018CargoApr326
328,209,3850282874,2018,cargo,4,Apr,2018CargoApr327
329,210,4061791363,2018,cargo,4,Apr,2018CargoApr328
330,210,4061791363,2018,cargo,4,Apr,2018CargoApr329
331,211,4068128023,2018,cargo,4,Apr,2018CargoApr330
332,212,4082061143,2018,cargo,4,Apr,2018CargoApr331
333,213,4091265252,2018,cargo,4,Apr,2018CargoApr332
334,214,4108510898,2018,cargo,4,Apr,2018CargoApr333
335,215,4222340473,2018,cargo,4,Apr,2018CargoApr334
336,215,4222340473,2018,cargo,4,Apr,2018CargoApr335
337,216,4287065908,2018,cargo,4,Apr,2018CargoApr336
338,216,4287065908,2018,cargo,4,Apr,2018CargoApr337
339,216,4287065908,2018,cargo,4,Apr,2018CargoApr338
340,217,4426948940,2018,cargo,4,Apr,2018CargoApr339
341,217,4426948940,2018,cargo,4,Apr,2018CargoApr340
342,218,4442610645,2018,cargo,4,Apr,2018CargoApr341
343,218,4442610645,2018,cargo,4,Apr,2018CargoApr342
344,219,4703279612,2018,cargo,4,Apr,2018CargoApr343
345,220,4704346993,2018,cargo,4,Apr,2018CargoApr344
346,220,4704346993,2018,cargo,4,Apr,2018CargoApr345
347,221,4731748349,2018,cargo,4,Apr,2018CargoApr346
348,222,4832359846,2018,cargo,4,Apr,2018CargoApr347
349,223,4926231485,2018,cargo,4,Apr,2018CargoApr348
350,223,4926231485,2018,cargo,4,Apr,2018CargoApr349
351,223,4926231485,2018,cargo,4,Apr,2018CargoApr350
352,224,4960131816,2018,cargo,4,Apr,2018CargoApr351
353,225,4976303158,2018,cargo,4,Apr,2018CargoApr352
354,225,4976303158,2018,cargo,4,Apr,2018CargoApr353
355,226,4997193968,2018,cargo,4,Apr,2018CargoApr354
356,226,4997193968,2018,cargo,4,Apr,2018CargoApr355
357,226,4997193968,2018,cargo,4,Apr,2018CargoApr356
358,227,5131093924,2018,cargo,4,Apr,2018CargoApr357
359,227,5131093924,2018,cargo,4,Apr,2018CargoApr358
360,228,5134699964,2018,cargo,4,Apr,2018CargoApr359
361,229,5244417341,2018,cargo,4,Apr,2018CargoApr360
362,229,5244417341,2018,cargo,4,Apr,2018CargoApr361
363,230,5333230520,2018,cargo,4,Apr,2018CargoApr362
364,230,5333230520,2018,cargo,4,Apr,2018CargoApr363
365,231,5536969319,2018,cargo,4,Apr,2018CargoApr364
366,231,5536969319,2018,cargo,4,Apr,2018CargoApr365
367,232,5575484819,2018,cargo,4,Apr,2018CargoApr366
368,233,5659344305,2018,cargo,4,Apr,2018CargoApr367
369,233,5659344305,2018,cargo,4,Apr,2018CargoApr368
370,234,5767545614,2018,cargo,4,Apr,2018CargoApr369
371,235,6018917368,2018,cargo,4,Apr,2018CargoApr370
372,236,6086263598,2018,cargo,4,Apr,2018CargoApr371
373,237,6101443783,2018,cargo,4,Apr,2018CargoApr372
374,238,6302639780,2018,cargo,4,Apr,2018CargoApr373
375,238,6302639780,2018,cargo,4,Apr,2018CargoApr374
376,239,6378861718,2018,cargo,4,Apr,2018CargoApr375
377,239,6378861718,2018,cargo,4,Apr,2018CargoApr376
378,239,6378861718,2018,cargo,4,Apr,2018CargoApr377
379,240,6777812056,2018,cargo,4,Apr,2018CargoApr378
380,241,6786730677,2018,cargo,4,Apr,2018CargoApr379
381,241,6786730677,2018,cargo,4,Apr,2018CargoApr380
382,242,6816259050,2018,cargo,4,Apr,2018CargoApr381
383,242,6816259050,2018,cargo,4,Apr,2018CargoApr382
384,242,6816259050,2018,cargo,4,Apr,2018CargoApr383
385,243,6816398112,2018,cargo,4,Apr,2018CargoApr384
386,244,6845827570,2018,cargo,4,Apr,2018CargoApr385
387,244,6845827570,2018,cargo,4,Apr,2018CargoApr386
388,245,6947770973,2018,cargo,4,Apr,2018CargoApr387
389,246,6975965966,2018,cargo,4,Apr,2018CargoApr388
390,247,7241776726,2018,cargo,4,Apr,2018CargoApr389
391,248,7242592341,2018,cargo,4,Apr,2018CargoApr390
392,249,7253358987,2018,cargo,4,Apr,2018CargoApr391
393,249,7253358987,2018,cargo,4,Apr,2018CargoApr392
394,250,7379874219,2018,cargo,4,Apr,2018CargoApr393
395,250,7379874219,2018,cargo,4,Apr,2018CargoApr394
396,251,7524802103,2018,cargo,4,Apr,2018CargoApr395
397,251,7524802103,2018,cargo,4,Apr,2018CargoApr396
398,252,7567280408,2018,cargo,4,Apr,2018CargoApr397
399,252,7567280408,2018,cargo,4,Apr,2018CargoApr398
400,253,7618815424,2018,cargo,4,Apr,2018CargoApr399
401,253,7618815424,2018,cargo,4,Apr,2018CargoApr400
402,254,7935886861,2018,cargo,4,Apr,2018CargoApr401
403,255,8018673300,2018,cargo,4,Apr,2018CargoApr402
404,256,8119473396,2018,cargo,4,Apr,2018CargoApr403
405,257,8406615555,2018,cargo,4,Apr,2018CargoApr404
406,257,8406615555,2018,cargo,4,Apr,2018CargoApr405
407,258,8568232416,2018,cargo,4,Apr,2018CargoApr406
408,259,8570561133,2018,cargo,4,Apr,2018CargoApr407
409,260,8651723069,2018,cargo,4,Apr,2018CargoApr408
410,260,8651723069,2018,cargo,4,Apr,2018CargoApr409
411,261,8737009650,2018,cargo,4,Apr,2018CargoApr410
412,261,8737009650,2018,cargo,4,Apr,2018CargoApr411
413,262,8792360699,2018,cargo,4,Apr,2018CargoApr412
414,263,8825932805,2018,cargo,4,Apr,2018CargoApr413
415,263,8825932805,2018,cargo,4,Apr,2018CargoApr414
416,264,8837862901,2018,cargo,4,Apr,2018CargoApr415
417,265,9010226658,2018,cargo,4,Apr,2018CargoApr416
418,266,9117280083,2018,cargo,4,Apr,2018CargoApr417
419,266,9117280083,2018,cargo,4,Apr,2018CargoApr418
420,267,9262585618,2018,cargo,4,Apr,2018CargoApr419
421,267,9262585618,2018,cargo,4,Apr,2018CargoApr420
422,268,9487454781,2018,cargo,4,Apr,2018CargoApr421
423,268,9487454781,2018,cargo,4,Apr,2018CargoApr422
424,269,9645536515,2018,cargo,4,Apr,2018CargoApr423
425,269,9645536515,2018,cargo,4,Apr,2018CargoApr424
426,270,10469984704,2018,cargo,4,Apr,2018CargoApr425
427,270,10469984704,2018,cargo,4,Apr,2018CargoApr426
428,271,10674816731,2018,cargo,4,Apr,2018CargoApr427
429,271,10674816731,2018,cargo,4,Apr,2018CargoApr428
430,272,10972040427,2018,cargo,4,Apr,2018CargoApr429
431,273,11017579535,2018,cargo,4,Apr,2018CargoApr430
432,274,11187106944,2018,cargo,4,Apr,2018CargoApr431
433,275,11211883296,2018,cargo,4,Apr,2018CargoApr432
434,275,11211883296,2018,cargo,4,Apr,2018CargoApr433
435,276,11225942818,2018,cargo,4,Apr,2018CargoApr434
436,277,11485511838,2018,cargo,4,Apr,2018CargoApr435
437,278,11701240601,2018,cargo,4,Apr,2018CargoApr436
438,278,11701240601,2018,cargo,4,Apr,2018CargoApr437
439,279,11789446410,2018,cargo,4,Apr,2018CargoApr438
440,280,11810161008,2018,cargo,4,Apr,2018CargoApr439
441,280,11810161008,2018,cargo,4,Apr,2018CargoApr440
442,281,11850684584,2018,cargo,4,Apr,2018CargoApr441
443,282,11937569896,2018,cargo,4,Apr,2018CargoApr442
444,283,11957512828,2018,cargo,4,Apr,2018CargoApr443
445,284,12131264895,2018,cargo,4,Apr,2018CargoApr444
446,284,12131264895,2018,cargo,4,Apr,2018CargoApr445
447,284,12131264895,2018,cargo,4,Apr,2018CargoApr446
448,285,12194310290,2018,cargo,4,Apr,2018CargoApr447
449,285,12194310290,2018,cargo,4,Apr,2018CargoApr448
450,286,12269490863,2018,cargo,4,Apr,2018CargoApr449
451,286,12269490863,2018,cargo,4,Apr,2018CargoApr450
452,287,12298710586,2018,cargo,4,Apr,2018CargoApr451
453,288,12437714170,2018,cargo,4,Apr,2018CargoApr452
454,289,12759201401,2018,cargo,4,Apr,2018CargoApr453
